ขวดสารเคมีที่มีอยู่ในคลังฯ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
รหัสขวด,ชื่อสารเคมี,CAS / Catalogue No.,เกรด,ขนาดบรรจุ,ปริมาณคงเหลือ,หน่วยบรรจุ,ชื่อผู้เพิ่มขวด,เวลาเพิ่มขวด,,,,,,,,,,,,,,,,,,,,,,,,สถานที่จัดเก็บ,woner
F12103A6600176,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600177,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600178,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600179,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600180,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600181,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600182,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600183,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600184,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600185,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600186,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600187,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600188,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600189,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600190,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600191,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600192,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600193,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600194,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600195,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600196,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600197,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600198,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12103A6600199,Sodium chloride Solution Injection,NSS,"for Injection,0.9%","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 16:51,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600001,Thromborel S,OUHP29,-,40,40,มิลลิลิตร,นายนพดล พริ้งเพราะ,21/8/2023 16:45,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600002,Dade Actin FS Activated PTT Reagent,B4218-20,-,20,20,มิลลิลิตร,นายนพดล พริ้งเพราะ,21/8/2023 16:45,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600003,Calcium Chloride Solution,ORHO37,0.025 mol/L,150,150,มิลลิลิตร,นายนพดล พริ้งเพราะ,21/8/2023 16:45,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600004,Dade Ci-Trol 2,291070,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,21/8/2023 16:45,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600005,Control Plasma N,ORKE41,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,21/8/2023 16:45,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600006,KKU OF Reagent kit,T001001,"for Thalasssemia Screening (ใช้ตรวจแบบทราบผลเร็วและสามารถดูผลได้ด้วยตาเปล่า), 2mlx100 หลอด",100,100,Units,นายนพดล พริ้งเพราะ,31/8/2023 10:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600007,KKU-DCIP-Clear Reagent,T002002,"for HbE Screening,  2mlx100 หลอด",100,100,Units,นายนพดล พริ้งเพราะ,31/8/2023 10:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600008,KKU OF Reagent kit,T001001,"for Thalasssemia Screening (ใช้ตรวจแบบทราบผลเร็วและสามารถดูผลได้ด้วยตาเปล่า), 2mlx100 หลอด",100,100,Units,นายนพดล พริ้งเพราะ,15/9/2023 14:17,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600009,Anti-A,Blood group A,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,15/9/2023 14:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600010,Anti-A,Blood group A,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,15/9/2023 14:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600011,Anti-A,Blood group A,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,15/9/2023 14:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600012,Anti-B,Blood group B,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,15/9/2023 14:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600013,Anti-B,Blood group B,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,15/9/2023 14:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600014,Anti-B,Blood group B,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,15/9/2023 14:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600015,Anti-D,Blood group Rh,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,15/9/2023 14:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600016,Anti-D,Blood group Rh,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,15/9/2023 14:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600017,Anti-D,Blood group Rh,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,15/9/2023 14:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600018,Anti-Human serum,Blood group,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,15/9/2023 14:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600019,Anti-Human serum,Blood group,-,10,10,มิลลิลิตร,นายนพดล พริ้งเพราะ,15/9/2023 14:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600020,KKU-DCIP-Clear Reagent,T002002,"for HbE Screening,  2mlx100 หลอด",100,100,Units,นายนพดล พริ้งเพราะ,15/9/2023 14:43,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600021,Ethyl alcohol,64-17-5,"95.69%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,22/9/2023 11:10,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12111A6600022,hemoglobin from bovine blood,9008-02-0,for analysis,1,1,Units,นายรังสรรค์ เลอเลิศรัตนกุล,2/10/2023 10:24,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12115A6600001,Carbon disulfide,75-15-0,"suitable for IR spectroscopy, puriss. p.a., ACS reagent, reag. Ph. Eur., ≥99.9% (GC)","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,26/7/2023 10:05,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12115A6600002,Carbon disulfide,75-15-0,"suitable for IR spectroscopy, puriss. p.a., ACS reagent, reag. Ph. Eur., ≥99.9% (GC)","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,8/8/2023 16:45,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12115A6600003,Ethyl alcohol,64-17-5,"95.69%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,22/9/2023 13:18,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12115A6600004,Ethyl alcohol,64-17-5,"95.69%,Commercial Grade",18,18,ลิตร,นายนพดล พริ้งเพราะ,22/9/2023 13:18,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400006,X-O Neutralizer,XR-XO,-,473,100,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400007,X-O Neutralizer,XR-XO,-,473,100,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400008,X-O Neutralizer,XR-XO,-,473,100,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400009,X-O Neutralizer,XR-XO,-,473,473,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400010,X-O Neutralizer,XR-XO,-,473,473,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400011,X-O Neutralizer,XR-XO,-,473,473,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400012,X-O Neutralizer,XR-XO,-,473,473,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400013,X-O Neutralizer,XR-XO,-,473,473,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400014,X-O Neutralizer,XR-XO,-,473,473,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400015,X-O Neutralizer,XR-XO,-,473,473,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400016,X-O Neutralizer,XR-XO,-,473,473,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400017,X-O Neutralizer,XR-XO,-,473,473,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400018,X-O Neutralizer,XR-XO,-,473,473,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400019,X-O Neutralizer,XR-XO,-,473,300,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400020,X-O Neutralizer,XR-XO,-,473,300,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6400021,X-O Neutralizer,XR-XO,-,473,300,มิลลิลิตร,นายนพดล พริ้งเพราะ,29/1/2021 14:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600002,Formaldehyde,50-00-0,Commercial grade,20,20,กิโลกรัม,นางสาวภีรดา เมินกระโทก,8/6/2023 16:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600003,Formaldehyde,50-00-0,"37%(stabilized with Methanol), AR","4,000.00","4,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,25/7/2023 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600004,Formaldehyde,50-00-0,"37%(stabilized with Methanol), AR","4,000.00","4,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,25/7/2023 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600005,Formaldehyde,50-00-0,"37%(stabilized with Methanol), AR","4,000.00","4,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,25/7/2023 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600006,Formaldehyde,50-00-0,"37%(stabilized with Methanol), AR","4,000.00","4,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,25/7/2023 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600007,Formaldehyde,50-00-0,"37%(stabilized with Methanol), AR","4,000.00","4,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,25/7/2023 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600008,Formaldehyde,50-00-0,"37%(stabilized with Methanol), AR","4,000.00","4,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,25/7/2023 16:44,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600009,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600010,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600011,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600012,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600013,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600014,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600015,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600016,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600017,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600018,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600019,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600020,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600021,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600022,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600023,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600024,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600025,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600026,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600027,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600028,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600029,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600030,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600031,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600032,Ethyl alcohol,64-17-5,70% Commercial grade,450,450,มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12119A6600033,สบูเหลว,Detergent,ล้างมือ,"5,000.00","5,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,11/8/2023 19:54,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600001,Carbon disulfide,75-15-0,"suitable for IR spectroscopy, puriss. p.a., ACS reagent, reag. Ph. Eur., ≥99.9% (GC)","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 17:17,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600002,Carbon disulfide,75-15-0,"suitable for IR spectroscopy, puriss. p.a., ACS reagent, reag. Ph. Eur., ≥99.9% (GC)","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 17:17,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600003,Carbon disulfide,75-15-0,"suitable for IR spectroscopy, puriss. p.a., ACS reagent, reag. Ph. Eur., ≥99.9% (GC)","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 17:17,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600004,Carbon disulfide,75-15-0,"suitable for IR spectroscopy, puriss. p.a., ACS reagent, reag. Ph. Eur., ≥99.9% (GC)","1,000.00","1,000.00",มิลลิลิตร,นายนพดล พริ้งเพราะ,18/9/2023 17:17,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600005,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600006,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600007,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600008,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600009,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600010,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600011,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600012,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600013,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600014,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600015,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600016,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600017,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600018,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
F12201A6600019,น้ำยาดับเพลิงชนิดผงเคมีแห้ง,Dry Chemical,"Class A,B,C (Fired Rating 6A20B)",6.8,6.8,กิโลกรัม,นายนพดล พริ้งเพราะ,18/9/2023 17:38,,,,,,,,,,,,,,,,,,,,,,,,Center Store,admin1
